"Year","County.ANSI","County","Commodity","Data.Item","Value","County.FIPS"
1995,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",511000,"04013"
1995,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2708000,"04013"
1995,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1846000,"04013"
1995,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",862000,"04013"
1995,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",106000,NA
1995,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",794000,"04021"
1995,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3337000,"04021"
1995,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3282000,"04021"
1995,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",55000,"04021"
1995,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",142000,"04003"
1995,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1810000,"04003"
1995,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",574000,"04009"
1995,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",70000,"04009"
1995,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",70000,"04009"
1995,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",49000,NA
1995,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",108000,NA
1995,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",85000,NA
1995,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",58000,NA
1995,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",27000,NA
1995,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",301000,"04019"
1995,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",195000,"04019"
1995,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",106000,"04019"
1995,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",431000,"04012"
1995,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",276000,"04012"
1995,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",155000,"04012"
1995,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",49000,NA
1995,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",120000,"04027"
1995,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",460000,"04027"
1995,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3412000,"04027"
1995,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2787000,"04027"
1995,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",625000,"04027"
1994,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1184000,"04013"
1994,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3290000,"04013"
1994,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2770000,"04013"
1994,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",520000,"04013"
1994,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1370000,"04021"
1994,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3270000,"04021"
1994,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",3060000,"04021"
1994,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",210000,"04021"
1994,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",170000,"04003"
1994,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1750000,"04003"
1994,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",88000,"04003"
1994,3,"COCHISE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",80000,"04003"
1994,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",426000,"04009"
1994,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",167000,"04009"
1994,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",168000,NA
1994,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",15000,NA
1994,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2000,NA
1994,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",17000,NA
1994,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",160000,NA
1994,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",417000,"04019"
1994,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",417000,"04019"
1994,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",535000,"04012"
1994,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",210000,"04012"
1994,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",325000,"04012"
1994,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",235000,NA
1994,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",62000,NA
1994,27,"YUMA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",252000,"04027"
1994,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3400000,"04027"
1994,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2e+06,"04027"
1994,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1400000,"04027"
1993,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1340000,"04013"
1993,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",75000,"04013"
1993,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2611000,"04013"
1993,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1932000,"04013"
1993,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",679000,"04013"
1993,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1113000,"04021"
1993,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",46000,"04021"
1993,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1874200,"04021"
1993,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1575000,"04021"
1993,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",299200,"04021"
1993,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",37000,"04015"
1993,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",42000,"04017"
1993,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",16000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",72000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",16000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",33500,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",61500,NA
1993,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",42000,"04025"
1993,25,"YAVAPAI","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",7000,"04025"
1993,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",35000,"04025"
1993,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",125000,"04003"
1993,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",830000,"04003"
1993,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",91000,"04009"
1993,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",510000,"04009"
1993,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",93700,"04009"
1993,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",16000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",28000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",62400,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",311900,NA
1993,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",113300,NA
1993,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",269100,"04019"
1993,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",630000,"04012"
1993,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",160000,"04012"
1993,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",470000,"04012"
1993,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",199000,NA
1993,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",39000,NA
1993,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2112600,"04027"
1993,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",480600,"04027"
1993,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1632000,"04027"
1992,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",870000,"04013"
1992,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",89000,"04013"
1992,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1680500,"04013"
1992,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",977500,"04013"
1992,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",703000,"04013"
1992,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",867000,"04021"
1992,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",21000,"04021"
1992,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1424000,"04021"
1992,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1280000,"04021"
1992,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",144000,"04021"
1992,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",23000,"04001"
1992,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",45500,"04015"
1992,15,"MOHAVE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",38500,"04015"
1992,17,"NAVAJO","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",26000,"04017"
1992,17,"NAVAJO","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",20000,"04017"
1992,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",16000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",33000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",4000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",20000,NA
1992,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",38500,"04025"
1992,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",31500,"04025"
1992,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",121000,"04003"
1992,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1015000,"04003"
1992,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",142000,"04009"
1992,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",599000,"04009"
1992,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",205000,"04009"
1992,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",75000,"04009"
1992,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",130000,"04009"
1992,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",24000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",30000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",61200,NA
1992,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",45000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",49400,NA
1992,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",123200,"04019"
1992,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",90000,"04019"
1992,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",813800,"04012"
1992,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",83000,"04012"
1992,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",730800,"04012"
1992,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",165000,NA
1992,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",83000,NA
1992,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3255300,"04027"
1992,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1162500,"04027"
1992,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2092800,"04027"
1991,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",742000,"04013"
1991,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",45000,"04013"
1991,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1929900,"04013"
1991,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1092500,"04013"
1991,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",837400,"04013"
1991,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",1130000,"04021"
1991,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",10000,"04021"
1991,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1186200,"04021"
1991,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",972000,"04021"
1991,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",214200,"04021"
1991,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",23800,"04001"
1991,1,"APACHE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",16800,"04001"
1991,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",10000,NA
1991,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",30000,NA
1991,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",41500,NA
1991,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",21500,NA
1991,3,"COCHISE","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",143000,"04003"
1991,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",420000,"04003"
1991,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",152000,"04009"
1991,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",275000,"04009"
1991,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",125800,"04009"
1991,9,"GRAHAM","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",94000,"04009"
1991,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",40000,NA
1991,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",15000,NA
1991,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",64500,NA
1991,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",47300,NA
1991,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",49000,NA
1991,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",162200,"04019"
1991,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",122200,"04019"
1991,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",40000,"04019"
1991,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",612000,"04012"
1991,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2e+05,"04012"
1991,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",412000,"04012"
1991,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",55000,NA
1991,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",183000,"04027"
1991,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2604100,"04027"
1991,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1150000,"04027"
1991,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1454100,"04027"
1990,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",788800,"04013"
1990,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",1e+05,"04013"
1990,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",2421000,"04013"
1990,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1065000,"04013"
1990,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1356000,"04013"
1990,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",11000,NA
1990,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",542500,"04021"
1990,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1350000,"04021"
1990,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1200000,"04021"
1990,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",150000,"04021"
1990,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",23000,"04001"
1990,1,"APACHE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",16000,"04001"
1990,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",53000,"04015"
1990,15,"MOHAVE","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",42000,"04015"
1990,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",10300,NA
1990,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",10000,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",17000,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",27000,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",22000,NA
1990,25,"YAVAPAI","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",34000,"04025"
1990,25,"YAVAPAI","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",20000,"04025"
1990,3,"COCHISE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",620000,"04003"
1990,3,"COCHISE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",120000,"04003"
1990,3,"COCHISE","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1e+05,"04003"
1990,9,"GRAHAM","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",71000,"04009"
1990,9,"GRAHAM","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",263000,"04009"
1990,9,"GRAHAM","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1e+05,"04009"
1990,9,"GRAHAM","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",60000,"04009"
1990,11,"GREENLEE","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",20000,"04011"
1990,11,"GREENLEE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",51000,"04011"
1990,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",36400,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",10000,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",97000,NA
1990,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",24000,NA
1990,19,"PIMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",220000,"04019"
1990,19,"PIMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",180000,"04019"
1990,19,"PIMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",40000,"04019"
1990,12,"LAPAZ","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",80000,"04012"
1990,12,"LAPAZ","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1625000,"04012"
1990,12,"LAPAZ","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",310000,"04012"
1990,12,"LAPAZ","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1315000,"04012"
1990,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",16000,NA
1990,27,"YUMA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",126000,"04027"
1990,27,"YUMA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3242000,"04027"
1990,27,"YUMA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1215000,"04027"
1990,27,"YUMA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",2027000,"04027"
1989,13,"MARICOPA","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",416300,"04013"
1989,13,"MARICOPA","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",67000,"04013"
1989,13,"MARICOPA","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",3738700,"04013"
1989,13,"MARICOPA","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",2667500,"04013"
1989,13,"MARICOPA","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",1071200,"04013"
1989,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",143000,NA
1989,21,"PINAL","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",425600,"04021"
1989,21,"PINAL","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",9000,"04021"
1989,21,"PINAL","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",1703200,"04021"
1989,21,"PINAL","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",1613200,"04021"
1989,21,"PINAL","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",90000,"04021"
1989,1,"APACHE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",31100,"04001"
1989,15,"MOHAVE","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",93000,"04015"
1989,NA,"OTHER (COMBINED) COUNTIES","BARLEY","BARLEY - PRODUCTION, MEASURED IN BU",50000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU",46000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",6000,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT - PRODUCTION, MEASURED IN BU",19300,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU",110700,NA
1989,NA,"OTHER (COMBINED) COUNTIES","WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU",42600,NA
